block_id,def_id,ground_truth,compas_score,study1_condition1,study1_condition2,study1_condition3,study1_condition4,def_age,def_gender,def_race,def_juv_fel,def_juv_misd,def_priors,def_charge_degree
7,7012,0,2,1,3,3,4,28,0,2,0,0,0,1
7,7245,1,8,19,18,20,19,25,0,2,0,0,5,0
7,7468,1,7,15,12,17,13,42,0,1,0,0,2,1
7,7605,1,1,5,2,6,3,49,0,2,0,0,1,0
7,8171,0,2,2,5,2,3,38,0,1,0,0,0,0
7,9268,1,2,3,9,5,11,28,0,1,0,0,1,1
7,9524,0,10,7,7,7,6,29,0,1,0,0,1,0
7,9801,0,5,14,15,14,19,25,0,2,0,0,4,0
7,9921,0,5,5,8,10,14,27,0,2,0,0,1,0
7,9979,0,1,3,6,5,6,34,1,1,0,0,1,0
7,10134,1,7,20,19,18,19,25,0,3,0,0,6,0
7,10528,0,1,3,7,6,4,41,0,3,0,0,1,0
7,10540,1,1,4,4,5,7,31,1,1,0,0,1,0
7,10677,1,9,20,19,18,19,29,0,2,0,0,10,1
7,10721,0,2,14,16,17,16,50,0,1,0,0,4,0
7,10921,0,2,11,11,12,16,26,0,2,0,0,2,0
8,122,1,10,19,19,18,17,30,0,2,0,0,8,0
8,189,0,9,12,11,15,13,52,0,1,0,0,3,0
8,265,1,6,20,16,19,18,28,0,2,0,0,6,0
8,363,1,5,20,19,18,20,44,0,1,0,0,8,0
8,763,1,5,18,20,20,19,26,0,3,0,0,7,1
8,765,1,6,20,20,17,17,66,0,2,0,0,33,1
8,829,1,10,20,20,18,20,22,0,1,1,0,6,1
8,956,1,10,20,20,19,20,24,0,2,0,0,4,1
8,1796,1,3,6,8,4,4,21,0,2,0,0,0,1
8,1834,0,4,7,10,9,8,31,0,1,0,0,0,1
8,1904,0,4,5,4,6,7,32,0,2,0,0,1,1
8,2078,1,5,18,17,18,16,43,0,1,0,0,4,1
8,2121,0,4,17,20,18,20,28,1,2,0,0,4,1
8,2396,0,4,1,0,1,0,57,1,1,0,0,0,0
8,3056,0,3,0,2,3,1,25,0,2,0,0,0,1
8,3146,1,3,4,1,3,5,37,0,3,0,0,0,1
8,3483,0,1,6,9,5,8,39,0,1,0,0,0,0
8,3585,1,1,1,2,5,3,54,0,1,0,0,1,0
8,3761,1,5,19,18,19,20,42,0,2,0,0,7,1
8,4076,0,6,19,18,20,17,33,0,2,0,0,6,1
8,4255,0,5,2,3,4,3,27,0,1,0,0,0,1
8,4436,1,10,20,19,17,18,23,0,2,0,0,4,1
8,4730,1,2,15,14,11,15,20,0,1,0,0,1,1
8,5224,1,8,6,7,10,10,25,0,2,0,0,0,1
8,5354,1,9,1,2,4,1,24,0,2,0,0,1,0
8,5485,1,8,2,3,3,0,22,0,2,0,0,0,1
8,5553,0,3,4,3,6,4,22,0,1,0,0,0,1
8,6205,1,1,20,18,18,19,53,0,2,0,0,15,1
8,6443,0,5,18,17,19,17,28,0,1,0,0,5,1
8,6658,1,4,1,2,3,3,39,0,2,0,0,0,1
8,7257,1,3,5,7,10,6,24,0,1,0,0,1,1
8,7340,1,4,4,8,6,0,31,1,1,0,0,0,1
8,7445,1,8,4,9,5,4,31,0,3,0,0,1,1
8,7723,0,2,4,7,7,5,24,0,3,0,0,0,1
8,7754,1,4,15,15,14,16,25,0,1,0,0,2,0
8,7788,1,6,20,20,20,19,33,0,2,0,0,7,1
8,7914,0,1,1,2,2,2,55,0,1,0,0,0,0
8,8036,0,1,4,6,7,5,42,0,3,0,0,1,0
8,8045,1,9,20,19,17,19,23,0,1,0,0,6,1
8,8278,1,6,12,9,15,13,53,0,2,0,0,3,1
8,8526,0,9,1,4,4,3,26,1,2,0,0,0,0
8,8835,0,1,14,15,15,16,29,0,2,0,0,3,0
8,9031,1,7,20,18,19,20,27,0,2,0,0,21,1
8,9488,1,4,1,5,3,2,21,0,1,0,0,0,0
8,9747,1,4,18,18,20,19,32,0,2,0,0,4,1
8,9832,1,4,6,7,6,6,25,0,1,0,0,1,0
8,10498,0,1,5,6,5,3,65,1,1,0,0,1,1
8,10499,1,9,20,20,19,19,28,1,1,0,0,5,1
8,10836,1,6,16,18,17,19,25,0,2,0,0,3,1
8,10979,0,1,2,1,4,2,43,0,2,0,0,0,0
9,730,0,6,6,3,2,2,35,0,4,0,0,0,1
9,807,0,9,1,2,2,2,23,0,1,0,0,0,0
9,919,1,10,4,6,3,4,36,0,3,0,0,1,0
9,1212,1,5,5,5,5,2,24,1,2,0,0,1,0
9,1314,1,8,20,18,19,20,31,0,2,0,3,25,0
9,1446,0,1,17,13,14,12,35,0,1,0,0,2,1
9,1559,0,4,20,17,16,20,24,0,1,1,2,3,0
9,1689,1,1,10,12,9,13,54,0,1,0,0,3,0
9,2405,0,3,1,3,1,0,24,1,2,0,0,0,1
9,2567,0,6,4,7,5,3,38,0,1,0,0,1,0
9,2780,0,1,0,1,1,0,58,0,1,0,0,0,0
9,3298,0,5,19,18,18,19,31,0,1,0,0,6,0
9,4441,0,2,3,5,1,2,54,1,1,0,0,1,0
9,4510,0,1,6,6,11,6,54,0,1,0,0,2,0
9,5074,1,1,2,5,3,2,33,0,2,0,0,1,0
9,5096,0,4,4,5,2,0,38,1,2,0,0,0,0
9,5342,0,5,15,13,13,9,47,0,1,0,0,3,0
9,5370,0,2,6,8,8,9,23,0,2,0,0,1,0
9,5420,1,4,15,14,16,17,22,0,2,0,0,2,1
9,5600,1,5,2,2,3,1,25,0,2,0,0,0,0
9,5670,1,8,20,20,20,19,18,0,1,5,0,4,1
9,5745,0,3,14,15,15,17,29,0,2,0,0,2,1
9,5821,0,5,13,14,19,14,31,0,1,0,0,3,0
9,6595,0,1,1,2,0,0,40,0,2,0,0,0,1
9,6862,0,4,19,18,19,17,31,0,2,0,0,5,1
9,6916,0,6,10,8,9,10,23,0,2,0,0,1,1
9,7178,1,6,19,15,19,18,43,0,2,0,0,7,1
9,7323,1,5,17,18,20,20,41,0,2,0,0,19,1
9,8118,0,6,14,11,17,14,34,0,2,0,0,4,0
9,8253,0,3,1,2,0,0,29,0,2,0,0,0,0
9,8259,0,1,0,2,1,0,58,0,2,0,0,0,1
9,8292,1,10,20,19,20,20,28,0,2,0,8,12,1
9,8306,1,9,18,19,17,20,43,0,2,0,0,15,0
9,8705,1,9,20,20,18,20,22,1,2,0,0,4,1
9,8791,0,6,2,1,2,0,29,1,1,0,0,0,0
9,8847,1,5,13,14,12,18,39,1,2,0,0,3,1
9,8891,1,4,20,18,19,20,56,0,1,0,0,17,1
9,9040,0,1,15,12,14,17,34,0,2,0,0,3,1
9,9055,1,4,1,3,3,0,21,1,3,0,0,0,0
9,9163,1,8,20,19,20,20,31,0,2,1,1,12,0
9,9367,1,9,20,16,20,19,25,1,2,0,0,7,1
9,9534,1,6,20,20,20,20,49,0,2,0,0,29,1
9,9746,0,7,1,5,1,4,23,0,3,0,0,0,0
9,9811,1,9,19,19,17,17,25,1,2,0,0,5,1
9,9852,1,10,19,18,16,18,21,0,2,0,2,2,1
9,10167,1,6,17,12,9,15,24,0,2,0,0,2,1
9,10369,0,1,4,8,4,4,29,0,3,0,0,1,1
9,10652,1,6,16,13,12,15,33,0,2,0,0,3,0
9,10925,1,2,17,13,10,15,26,0,1,0,0,3,0
9,10985,1,10,19,20,20,20,30,0,2,0,1,19,1
10,22,0,10,18,17,17,18,25,0,2,0,0,3,1
10,208,1,2,12,14,10,13,44,0,1,0,0,2,0
10,480,1,9,5,7,9,7,20,0,2,0,0,0,1
10,657,1,10,18,14,18,19,24,1,2,0,0,3,1
10,1300,0,5,2,2,3,5,21,1,1,0,0,0,0
10,1522,0,7,16,17,15,14,23,0,2,0,0,2,0
10,1718,1,9,18,18,20,20,25,0,2,0,1,11,1
10,1841,0,3,8,6,6,5,37,1,1,0,0,1,0
10,2165,1,1,1,2,1,4,53,0,2,0,0,0,0
10,2400,0,8,18,19,20,20,30,0,2,0,2,11,1
10,2687,0,1,5,0,4,3,54,0,1,0,0,0,0
10,2841,0,5,18,18,20,18,24,0,1,0,1,3,0
10,3055,0,2,14,16,17,13,61,0,2,0,0,5,1
10,3084,0,4,18,18,18,18,50,1,2,0,0,7,0
10,3110,1,4,5,2,2,4,21,0,1,0,0,0,0
10,3255,0,2,16,12,18,15,51,0,2,0,0,4,0
10,3641,0,6,2,2,1,3,26,0,1,0,0,0,0
10,3952,0,4,3,3,4,1,37,0,1,0,0,0,0
10,4182,0,5,12,11,15,12,32,0,1,0,0,0,1
10,4520,1,6,12,11,14,18,30,1,2,0,0,3,1
10,4524,0,4,5,5,10,7,20,0,1,0,0,0,1
10,4593,0,1,0,2,6,3,38,0,4,0,0,0,0
10,4748,0,3,0,1,3,1,30,1,2,0,0,0,0
10,4754,0,1,4,10,10,7,47,0,2,0,0,1,1
10,4870,0,2,5,3,7,8,24,0,1,0,0,1,0
10,5069,1,10,19,20,17,19,24,0,2,1,0,2,0
10,5249,0,4,2,2,3,3,28,0,2,0,0,0,1
10,5369,0,1,0,0,2,0,45,0,2,0,0,0,0
10,5372,0,2,5,3,8,6,29,1,2,0,0,0,1
10,5387,1,1,2,3,2,4,34,0,2,0,0,0,0
10,5563,1,6,3,5,8,7,33,0,1,0,0,0,1
10,5623,1,6,2,1,5,3,32,0,1,0,0,0,0
10,5673,1,6,19,17,19,20,32,0,2,0,0,10,1
10,5968,1,4,18,19,20,18,57,0,1,0,0,9,1
10,6360,0,3,1,6,7,9,39,0,1,0,0,0,1
10,6449,1,5,19,18,19,18,51,0,2,0,0,11,0
10,6690,1,10,19,19,19,20,25,0,2,0,1,7,1
10,7099,0,2,9,11,13,8,34,0,2,0,0,2,1
10,7148,0,7,19,19,18,20,45,0,3,0,0,8,1
10,7847,0,1,6,1,4,1,30,0,1,0,0,0,0
10,8438,1,10,20,18,19,19,34,1,1,0,0,12,1
10,8471,1,4,19,17,18,18,23,0,2,0,0,2,1
10,8563,0,2,4,4,8,5,27,0,3,0,0,1,0
10,8863,1,6,19,18,19,19,31,0,3,0,0,5,1
10,9229,0,8,2,3,2,3,22,0,2,0,0,0,0
10,9495,1,7,19,17,17,18,21,0,3,0,1,2,1
10,9831,1,2,1,0,3,1,29,0,3,0,0,0,0
10,10136,1,3,15,15,14,13,34,0,2,0,0,2,1
10,10807,1,9,16,13,16,13,25,0,1,0,0,3,0
10,10949,1,9,19,14,17,16,19,0,2,1,0,1,1
11,266,0,1,13,10,12,11,54,0,3,0,0,2,1
11,279,0,1,7,2,9,6,57,0,3,0,0,1,1
11,469,1,10,4,8,8,10,20,0,2,0,0,0,1
11,648,1,5,4,2,8,1,57,0,2,0,0,1,1
11,1157,0,7,16,15,17,18,27,0,5,0,0,3,0
11,1191,1,4,3,8,5,5,22,0,1,0,0,0,1
11,1611,0,3,16,18,18,18,47,0,2,0,0,4,1
11,2152,0,2,12,12,12,13,42,1,2,0,0,2,1
11,2638,0,4,2,3,4,0,23,0,1,0,0,0,0
11,2898,0,3,1,0,1,1,31,1,1,0,0,0,0
11,2907,1,6,18,18,18,20,22,0,2,0,0,3,1
11,3293,0,3,3,2,4,2,27,1,1,0,0,0,1
11,3347,1,3,17,17,18,19,36,1,2,0,0,7,1
11,3412,0,2,3,0,2,0,25,0,1,0,0,0,0
11,3562,0,1,3,2,3,3,52,0,2,0,0,0,1
11,3950,1,9,15,14,16,16,38,0,1,0,0,3,1
11,4139,1,8,20,20,20,19,35,0,2,0,1,14,0
11,4165,0,7,3,6,6,6,22,0,2,0,0,0,1
11,4694,0,4,11,10,13,10,44,0,1,0,0,2,0
11,4835,0,10,5,7,4,4,37,0,2,0,0,1,1
11,5506,1,5,20,20,17,18,24,0,1,0,0,3,1
11,5689,0,4,16,12,16,17,22,0,1,0,0,1,1
11,5939,0,1,13,11,14,13,45,0,1,0,0,2,1
11,6164,0,1,7,7,10,6,37,1,2,0,0,1,1
11,6339,1,5,17,18,20,18,49,0,2,0,0,11,0
11,6668,1,2,1,0,0,1,29,0,2,0,0,0,0
11,6687,1,8,19,20,20,19,39,0,1,0,0,10,1
11,7247,1,5,13,16,14,18,24,1,2,0,0,2,1
11,7508,0,1,0,4,2,1,44,0,3,0,0,0,0
11,8014,1,3,17,18,19,19,52,0,2,0,0,7,0
11,8258,1,7,20,19,18,18,26,0,2,0,0,6,1
11,8403,1,4,2,5,5,5,19,0,2,0,0,0,1
11,8534,1,5,20,20,19,18,44,1,1,0,0,10,1
11,8565,1,10,18,20,19,20,30,0,2,0,0,13,1
11,8642,0,6,14,14,17,13,61,0,1,0,0,4,1
11,8777,0,4,15,12,11,16,21,0,1,0,0,1,1
11,8939,0,4,6,7,4,6,26,1,2,0,0,1,0
11,9172,0,7,4,10,6,11,21,0,2,0,0,0,1
11,9380,0,4,18,19,18,19,38,0,1,0,0,5,1
11,9484,0,2,5,4,3,4,41,1,1,0,0,1,0
11,9685,1,7,2,5,3,3,22,0,2,0,0,0,0
11,9971,0,1,0,0,2,0,55,1,1,0,0,0,1
11,10169,1,7,3,1,1,3,33,0,1,0,0,0,0
11,10267,0,8,20,20,17,18,31,1,2,0,0,4,1
11,10317,0,1,1,1,1,1,62,0,2,0,0,0,0
11,10492,0,6,20,20,20,20,25,1,3,0,1,14,1
11,10560,1,1,11,11,15,10,41,0,1,0,0,1,1
11,10580,0,8,9,8,12,9,22,1,1,0,0,1,0
11,10703,0,7,19,20,20,20,43,0,2,0,1,23,1
11,10931,0,3,9,10,12,8,28,0,3,0,0,1,1
12,163,0,1,8,7,7,8,43,0,1,0,0,1,1
12,215,0,2,14,11,9,10,31,0,2,0,0,1,0
12,510,0,1,3,7,2,7,51,0,3,0,0,1,0
12,603,0,5,14,18,16,17,29,0,2,1,0,2,1
12,887,1,6,20,19,17,17,30,0,2,0,0,5,1
12,1467,1,7,20,20,20,19,29,0,2,0,0,10,1
12,1578,0,1,9,9,7,3,39,0,1,0,0,1,1
12,1615,0,1,3,5,4,3,38,1,1,0,0,0,1
12,1629,0,5,13,16,11,14,27,0,2,0,0,2,1
12,1943,1,3,4,5,3,2,24,0,2,0,0,0,1
12,2140,0,1,5,8,6,5,59,1,1,0,0,1,1
12,2456,0,6,18,18,19,19,43,0,1,0,0,9,1
12,2543,0,8,20,20,20,20,37,0,2,2,3,24,1
12,2765,0,2,3,1,1,0,26,1,2,0,0,0,0
12,2917,0,4,17,18,18,17,26,0,1,0,0,3,0
12,2959,0,7,14,15,10,14,26,0,2,0,0,2,0
12,3022,0,5,17,18,18,17,35,0,2,0,0,4,0
12,3182,0,5,11,11,9,9,25,0,2,0,0,2,1
12,3508,0,5,5,8,1,6,20,1,2,0,0,0,1
12,4186,0,1,5,3,0,4,59,0,1,0,0,0,1
12,4371,0,1,0,1,0,1,57,0,1,0,0,0,0
12,4643,1,10,19,20,20,19,32,0,2,0,1,12,0
12,4701,0,10,20,20,20,18,38,0,1,0,0,17,1
12,4881,0,6,8,8,5,8,31,0,2,0,0,0,1
12,4940,1,10,19,18,17,18,34,0,2,0,0,9,1
12,5454,1,4,5,3,5,2,25,1,1,0,0,0,1
12,5635,0,1,14,14,14,9,52,1,1,0,0,3,0
12,5678,1,9,20,20,20,18,38,0,2,0,1,16,1
12,6000,1,5,3,3,2,1,23,1,2,0,0,0,1
12,6574,1,2,13,17,17,15,31,1,2,0,0,2,1
12,6769,0,2,4,5,3,5,40,1,1,0,0,0,1
12,7112,1,7,19,17,19,18,55,0,2,0,0,10,0
12,7234,0,5,5,8,6,6,37,0,3,0,0,1,1
12,7427,0,8,20,20,17,17,27,0,2,0,0,8,0
12,7640,1,7,7,9,6,7,37,0,1,0,0,1,1
12,7675,1,7,1,2,1,1,20,0,1,0,0,0,1
12,7987,1,9,20,20,20,20,29,0,1,4,1,10,1
12,8107,0,1,3,3,1,3,49,1,1,0,0,1,0
12,8308,1,7,19,19,20,18,27,0,2,1,0,6,1
12,8885,1,8,10,13,8,9,22,0,2,0,1,1,1
12,8929,1,2,5,8,4,3,30,0,3,0,0,1,1
12,9246,0,1,0,1,1,1,55,1,1,0,0,0,0
12,9303,0,9,0,3,0,2,30,0,2,0,0,0,0
12,9523,1,5,14,18,13,9,30,0,2,0,0,2,1
12,9563,0,6,11,11,9,10,22,0,1,0,0,1,1
12,9597,0,4,3,5,1,3,22,0,1,0,0,0,0
12,9785,0,2,0,4,0,2,47,0,1,0,0,0,0
12,9953,1,3,10,13,7,13,23,0,2,0,0,1,1
12,10656,0,4,7,5,5,3,20,0,2,0,0,0,1
12,10935,1,9,20,20,19,17,31,0,3,1,0,7,0
13,210,1,7,18,19,19,18,32,0,2,0,0,3,1
13,366,1,8,16,12,14,12,22,0,1,0,0,1,0
13,1144,0,5,17,18,17,18,29,1,2,0,0,3,1
13,1244,0,4,13,12,14,13,47,0,1,0,0,2,1
13,1530,0,1,1,1,3,0,69,0,3,0,0,0,0
13,1682,0,1,14,17,14,17,40,0,1,0,0,3,1
13,1874,0,4,9,6,6,6,28,1,1,0,0,1,0
13,2446,1,3,3,10,6,9,23,0,1,0,0,0,1
13,2484,0,1,1,2,3,2,50,0,1,0,0,0,0
13,2519,1,7,20,19,19,20,32,0,2,1,3,24,1
13,2654,0,7,13,19,12,19,27,0,2,0,0,3,0
13,2681,0,3,11,9,10,8,43,0,2,0,0,1,1
13,2865,1,4,14,19,13,20,22,0,2,0,0,2,1
13,3113,1,3,15,17,14,18,34,0,3,0,0,2,1
13,3480,0,2,6,8,6,5,53,0,2,0,0,1,0
13,3488,0,1,13,15,16,14,36,0,1,0,0,2,1
13,3636,0,6,19,20,19,18,54,1,2,0,0,7,1
13,4476,1,8,20,19,18,20,60,0,2,0,0,19,1
13,4612,1,7,18,16,18,20,31,0,1,0,0,4,1
13,4834,0,5,18,17,16,18,27,1,2,0,0,3,1
13,4933,0,8,20,20,19,20,37,0,2,0,0,14,1
13,5128,0,2,4,5,4,5,39,0,3,0,0,1,0
13,5138,1,7,2,6,4,2,21,0,1,0,0,0,1
13,5535,1,6,14,15,12,17,21,0,1,0,0,1,1
13,5727,0,5,19,17,19,20,40,0,2,0,0,21,1
13,5921,1,3,17,16,17,18,52,0,1,0,0,4,0
13,6022,1,3,19,17,19,18,58,0,1,0,0,5,1
13,6570,0,4,16,15,15,14,47,0,1,0,0,2,1
13,6631,1,5,1,2,3,3,43,0,2,0,0,0,1
13,6661,0,2,2,6,3,2,24,0,1,0,0,0,1
13,7381,0,6,0,3,4,1,43,1,2,0,0,0,1
13,7488,1,8,4,7,4,7,21,0,2,0,0,0,1
13,7581,1,1,4,4,7,6,27,0,2,0,0,0,0
13,7821,0,8,9,13,9,10,30,0,1,0,0,1,1
13,7962,0,1,1,3,2,1,41,1,2,0,0,0,1
13,8000,1,3,12,13,7,14,26,1,2,0,0,1,1
13,8264,1,3,8,11,9,7,30,0,2,0,0,1,1
13,8285,1,6,20,18,18,20,28,0,2,0,0,8,0
13,8355,0,4,9,16,16,13,28,0,2,0,0,2,1
13,8761,1,2,18,18,19,20,32,0,1,0,0,4,0
13,8794,0,2,7,9,8,6,30,1,1,0,0,1,1
13,9041,0,1,4,3,5,3,36,0,1,0,0,0,0
13,9392,0,5,3,5,4,4,53,0,1,0,0,1,0
13,9475,0,1,5,7,8,7,31,0,2,0,0,1,1
13,9745,1,7,11,17,9,15,23,0,2,0,0,2,0
13,10243,0,3,0,2,1,0,29,1,3,0,0,0,0
13,10449,0,2,11,14,12,13,51,1,2,0,0,3,0
13,10643,0,10,1,3,4,2,22,0,2,0,0,0,0
13,10686,0,1,1,1,5,2,36,0,1,0,0,0,1
13,10975,0,2,5,13,10,11,25,0,2,0,0,1,1
14,98,1,6,19,20,19,17,27,0,2,0,1,6,1
14,277,1,8,19,20,19,19,47,0,2,0,0,23,0
14,622,0,6,1,0,2,3,39,1,1,0,0,0,0
14,754,1,4,14,19,15,18,29,0,2,0,0,4,1
14,844,0,6,13,16,17,13,58,0,2,0,0,6,1
14,1128,0,5,1,0,2,0,22,1,1,0,0,0,0
14,1250,1,8,19,20,19,19,35,0,2,0,0,13,1
14,1325,0,1,2,2,3,0,52,1,2,0,0,0,1
14,1430,0,4,0,0,3,3,47,0,3,0,0,0,0
14,1604,1,5,12,17,15,13,36,0,2,0,0,4,0
14,2220,1,4,17,18,19,20,52,0,2,0,0,15,0
14,2320,1,4,7,8,4,5,22,1,2,0,0,0,1
14,2511,0,3,12,14,15,14,37,0,3,0,0,2,0
14,2537,0,2,1,2,2,0,27,1,2,0,0,0,0
14,2766,1,8,17,18,20,19,28,0,2,0,0,8,1
14,3337,1,8,19,19,20,19,32,0,2,0,0,14,1
14,3387,1,1,6,7,11,12,52,0,2,0,0,1,0
14,3631,0,1,0,1,1,1,36,1,1,0,0,0,0
14,3722,1,7,5,9,8,10,23,0,2,0,0,1,0
