block_id,def_id,ground_truth,compas_score,dartmouth_score,study1_condition1,study1_condition2,study1_condition3,study1_condition4,study2_condition1,study2_condition2,study1_image_id,study2_image_id_black,study2_image_id_white,def_age,def_gender,def_race,def_juv_fel,def_juv_misd,def_priors,def_charge_degree
5,10327,0,5,5,2,1,1,4,0,1, WM-009, BM-027, WM-033,23,0,1,0,0,0,0
5,10401,0,1,3,0,0,2,1,4,2, WF-221, BF-203, WF-221,47,1,1,0,0,0,0
5,10706,0,7,3,1,1,5,2,6,1, BM-206, BM-044, WM-225,42,0,2,0,0,0,0
6,206,1,4,18,19,20,20,18,19,18, WF-002, BF-007, WF-002,29,1,1,0,1,10,1
6,227,1,3,6,6,4,4,8,3,2, BF-009, BF-007, WF-002,31,1,2,0,0,0,1
6,552,1,6,15,14,16,14,18,10,12, WM-019, BM-015, WM-017,22,0,1,0,0,2,0
6,800,1,8,1,0,0,2,1,1,3, BM-034, BM-212, WM-223,55,0,2,0,0,0,0
6,893,0,1,3,0,2,3,3,3,6, LM-201, BM-011, WM-011,31,0,3,0,0,0,0
6,1865,0,1,3,3,6,5,4,5,4, WM-018, BM-021, WM-023,36,0,1,0,0,0,1
6,2476,1,8,19,20,20,20,18,18,18, BM-003, BM-019, WM-026,26,0,2,0,1,13,1
6,2605,0,8,6,9,4,10,7,5,9, LM-226, BM-044, WM-225,45,0,3,0,0,1,0
6,2758,0,2,5,6,1,4,3,4,2, BM-002, BM-016, WM-019,25,0,2,0,0,0,1
6,2955,0,2,6,6,5,2,11,6,8, BM-018, BM-022, WM-016,30,0,2,0,0,1,0
6,3215,0,1,2,2,1,3,3,2,2, WM-249, BM-213, WM-248,52,0,1,0,0,0,0
6,3289,0,6,19,20,20,20,19,20,20, BM-025, BM-025, WM-201,38,0,2,0,0,15,1
6,3790,0,3,13,11,11,10,9,7,9, WM-012, BM-011, WM-011,29,0,1,0,0,1,1
6,4101,1,10,19,19,20,20,19,20,18, BM-004, BM-004, WM-002,31,0,2,0,2,8,0
6,4226,1,4,15,19,19,18,16,17,16, WM-002, BM-018, WM-013,31,0,1,0,0,3,1
6,4258,0,2,2,2,1,3,1,6,2, WM-003, BM-001, WM-003,25,0,1,0,0,0,0
6,4404,1,10,10,11,11,10,12,12,10, BF-001, BF-001, WF-001,28,1,2,0,0,0,1
6,4637,1,1,9,15,11,11,11,9,7, BM-021, BM-021, WM-023,36,0,2,0,0,2,1
6,4686,0,1,1,2,0,2,2,1,3, BF-203, BF-203, WF-221,50,1,2,0,0,0,0
6,4907,1,9,19,19,20,20,19,17,19, BM-029, BM-018, WM-013,31,0,2,2,1,16,1
6,4967,1,6,18,20,20,20,19,20,19, BM-020, BM-029, WM-020,32,0,2,0,3,10,1
6,5134,1,9,20,20,19,19,20,18,17, WM-010, BM-002, WM-004,27,0,1,0,0,18,1
6,5330,1,1,2,1,2,2,2,3,4, BM-022, BM-017, WM-012,29,0,2,0,0,0,0
6,5575,1,7,17,19,19,20,20,19,18, BF-007, BF-009, WF-008,29,1,2,0,0,9,1
6,5852,0,1,6,5,1,2,4,3,6, BF-211, BF-203, WF-221,55,1,2,0,0,1,1
6,5923,0,2,10,13,15,11,15,11,16, WM-011, BM-004, WM-002,29,0,1,0,0,2,1
6,6229,1,5,15,18,19,16,18,16,17, WM-023, BM-012, WM-018,38,0,1,0,0,5,0
6,6379,0,6,10,13,14,12,16,9,7, WM-009, BM-001, WM-003,22,0,1,0,0,1,1
6,6424,0,1,5,6,2,3,5,6,7, LM-215, BM-012, WM-018,45,0,3,0,0,1,0
6,6908,1,7,19,20,20,20,19,18,18, BM-011, BM-017, WM-012,30,0,2,0,0,21,1
6,7259,0,5,19,19,20,19,19,16,19, WM-015, BM-003, WM-006,26,0,1,0,0,5,0
6,7348,0,2,1,0,0,2,2,4,3, BM-012, BM-025, WM-201,38,0,2,0,0,0,0
6,7472,0,1,1,1,0,0,1,2,1, empty,NA,NA,80,0,1,0,0,0,0
6,7555,0,1,0,0,0,1,1,2,1, empty,NA,NA,64,1,1,0,0,0,0
6,7578,0,2,10,14,10,11,12,12,9, BF-024, BF-024, WF-014,43,1,2,0,0,2,0
6,7985,0,4,8,7,3,9,7,10,10, BM-017, BM-020, WM-014,35,0,2,0,0,0,1
6,8054,0,4,9,19,16,18,17,16,16, BM-212, BM-213, WM-248,53,0,2,0,0,5,1
6,8188,0,10,12,18,18,18,20,16,17, WM-004, BM-002, WM-004,26,0,1,0,0,3,0
6,8248,1,7,16,19,20,19,20,20,18, WM-006, BM-003, WM-006,28,0,1,0,0,5,0
6,8881,1,10,4,5,3,6,4,1,3, BM-033, BM-033, WM-220,40,0,2,0,0,0,1
6,8882,1,9,18,19,19,20,18,14,16, BM-001, BM-010, WM-010,22,0,2,0,0,2,0
6,8905,0,1,2,2,0,1,2,1,3, WM-223, BM-218, WM-249,52,0,1,0,0,0,0
6,9045,0,5,5,4,3,3,2,2,4, WM-221, BM-034, WM-221,46,0,1,0,0,0,1
6,9150,1,9,16,19,18,18,18,17,15, WM-001, BM-009, WM-001,21,0,1,0,2,2,1
6,9405,1,10,20,20,20,19,19,18,19, BF-027, BF-024, WF-014,38,1,2,0,0,7,1
6,9437,0,9,19,19,19,19,20,11,16, LM-200, BM-013, WM-015,23,0,3,0,1,2,1
6,9830,0,2,6,5,4,4,6,2,2, WM-248, BM-034, WM-221,48,0,1,0,0,0,1
6,10008,1,4,7,12,6,8,10,8,9, WM-017, BM-005, WM-009,28,0,1,0,0,1,1
6,10491,0,3,4,5,4,5,8,6,7, WM-013, BM-020, WM-014,29,0,1,0,0,1,0
6,10878,1,6,12,19,14,14,16,12,10, LM-203, BM-212, WM-223,47,0,3,0,0,3,0
7,332,0,7,15,15,12,18,16,13,15, BF-010, BF-007, WF-002,30,1,2,0,0,2,1
7,700,1,9,20,20,20,20,18,20,19, BM-002, BM-005, WM-009,26,0,2,1,1,10,1
7,1032,1,9,19,19,17,19,20,20,20, LM-201, BM-004, WM-002,29,0,3,0,0,7,1
7,1871,1,8,19,13,9,13,14,12,16, BF-001, BF-001, WF-001,25,1,2,0,0,2,1
7,2072,0,1,1,2,1,6,4,3,0, empty,NA,NA,66,1,1,0,0,1,0
7,2353,0,1,2,2,0,4,2,2,1, WM-249, BM-218, WM-249,47,0,1,0,0,0,0
7,2718,1,3,7,6,7,5,9,2,3, BF-009, BF-009, WF-008,35,1,2,0,0,0,1
7,2854,1,9,19,20,20,19,20,20,18, BM-011, BM-018, WM-013,31,0,2,0,0,19,1
7,2897,1,7,14,9,9,10,11,9,10, WM-004, BM-010, WM-010,28,0,1,0,0,1,1
7,2937,1,5,7,7,8,5,5,9,7, WM-001, BM-009, WM-001,20,0,1,0,0,0,1
7,3122,0,4,11,8,8,13,11,9,8, empty, BM-212, WM-223,46,0,1,0,0,2,0
7,3246,0,3,1,2,4,2,2,3,2, WM-002, BM-004, WM-002,30,0,1,0,0,0,0
7,3408,1,3,3,1,4,3,8,3,0, WF-022, BF-002, WF-022,19,1,1,0,0,0,1
7,3552,0,3,1,0,2,6,1,2,2, WM-006, BM-003, WM-006,28,0,1,0,0,0,0
7,3574,1,3,20,11,14,14,14,12,15, BM-010, BM-005, WM-009,24,0,2,0,0,2,1
7,3642,1,4,13,13,13,15,13,14,14, BM-012, BM-021, WM-023,41,0,2,0,0,3,1
7,3692,1,2,17,19,19,17,18,19,18, BM-021, BM-025, WM-201,41,0,2,0,0,8,1
7,3783,0,1,1,2,1,4,3,1,1, WM-023, BM-025, WM-201,38,0,1,0,0,0,1
7,4028,0,4,1,1,1,2,1,2,2, BF-007, BF-007, WF-002,35,1,2,0,0,0,0
7,4403,0,7,18,19,17,17,19,18,19, BM-025, BM-021, WM-023,40,0,2,0,0,6,1
7,4609,0,1,1,0,5,2,1,0,3, WM-248, BM-213, WM-248,50,0,1,0,0,0,0
7,4655,0,8,17,19,18,18,20,19,17, WM-012, BM-011, WM-011,31,0,1,0,0,10,0
7,5027,1,4,19,18,18,18,18,18,18, BM-003, BM-001, WM-003,27,0,2,0,0,6,1
7,5057,0,1,3,5,6,5,9,1,3, BF-203, BF-203, WF-221,49,1,2,0,0,1,1
7,5114,1,7,19,20,18,18,20,20,20, empty, BM-213, WM-248,50,0,1,0,0,26,1
7,5223,1,5,15,7,6,10,15,11,10, BF-003, BF-003, WF-003,23,1,2,0,0,1,1
7,5263,1,10,19,20,19,20,20,19,20, BM-009, BM-009, WM-001,19,0,2,2,1,3,1
7,5383,1,9,16,8,13,10,15,7,8, BF-002, BF-002, WF-022,19,1,2,0,0,1,1
7,5850,1,3,15,17,10,17,14,17,17, WF-001, BF-004, WF-005,25,1,1,0,0,2,0
7,5886,0,1,0,0,1,3,2,0,3, empty, BM-034, WM-221,53,0,1,0,0,0,0
7,5993,0,2,2,3,4,7,3,2,3, WM-223, BM-212, WM-223,51,0,1,0,0,1,0
7,6319,1,9,17,15,16,19,17,17,19, BM-001, BM-001, WM-003,23,0,2,0,0,2,0
7,6801,0,8,11,8,8,9,11,5,6, WM-018, BM-012, WM-018,44,0,1,0,0,1,1
7,6980,1,9,19,20,20,18,20,20,19, BF-004, BF-005, WF-006,28,1,2,0,0,13,1
7,7012,0,2,4,1,3,3,4,1,2, BM-015, BM-013, WM-015,28,0,2,0,0,0,1
7,7245,1,8,19,19,18,20,19,20,19, BM-016, BM-015, WM-017,25,0,2,0,0,5,0
7,7468,1,7,15,15,12,17,13,10,13, WM-220, BM-044, WM-225,42,0,1,0,0,2,1
7,7605,1,1,7,5,2,6,3,4,6, BM-034, BM-218, WM-249,49,0,2,0,0,1,0
7,8171,0,2,0,2,5,2,3,0,1, WM-201, BM-033, WM-220,38,0,1,0,0,0,0
7,9268,1,2,7,3,9,5,11,3,7, WM-003, BM-002, WM-004,28,0,1,0,0,1,1
7,9524,0,10,3,7,7,7,6,4,2, WM-011, BM-011, WM-011,29,0,1,0,0,1,0
7,9801,0,5,19,14,15,14,19,16,18, BM-019, BM-016, WM-019,25,0,2,0,0,4,0
7,9921,0,5,13,5,8,10,14,6,7, BM-013, BM-010, WM-010,27,0,2,0,0,1,0
7,9979,0,1,2,3,6,5,6,4,4, WF-002, BF-010, WF-018,34,1,1,0,0,1,0
7,10134,1,7,19,20,19,18,19,18,20, LM-200, BM-003, WM-006,25,0,3,0,0,6,0
7,10528,0,1,5,3,7,6,4,3,6, LM-215, BM-012, WM-018,41,0,3,0,0,1,0
7,10540,1,1,4,4,4,5,7,3,5, WF-008, BF-009, WF-008,31,1,1,0,0,1,0
7,10677,1,9,20,20,19,18,19,20,20, BM-004, BM-017, WM-012,29,0,2,0,0,10,1
7,10721,0,2,14,14,16,17,16,15,15, WM-221, BM-034, WM-221,50,0,1,0,0,4,0
7,10921,0,2,18,11,11,12,16,13,13, BM-005, BM-002, WM-004,26,0,2,0,0,2,0
8,122,1,10,17,19,19,18,17,19,19, BM-020, BM-018, WM-013,30,0,2,0,0,8,0
8,189,0,9,11,12,11,15,13,13,9, WM-221, BM-212, WM-223,52,0,1,0,0,3,0
8,265,1,6,18,20,16,19,18,17,17, BM-005, BM-015, WM-017,28,0,2,0,0,6,0
8,363,1,5,19,20,19,18,20,19,19, WM-201, BM-012, WM-018,44,0,1,0,0,8,0
8,763,1,5,19,18,20,20,19,20,19, LM-200, BM-016, WM-019,26,0,3,0,0,7,1
8,765,1,6,18,20,20,17,17,20,20, empty,NA,NA,66,0,2,0,0,33,1
8,829,1,10,19,20,20,18,20,19,19, WM-017, BM-013, WM-015,22,0,1,1,0,6,1
8,956,1,10,19,20,20,19,20,17,20, BM-013, BM-003, WM-006,24,0,2,0,0,4,1
8,1796,1,3,9,6,8,4,4,6,4, BM-009, BM-009, WM-001,21,0,2,0,0,0,1
8,1834,0,4,11,7,10,9,8,3,8, WM-002, BM-011, WM-011,31,0,1,0,0,0,1
8,1904,0,4,6,5,4,6,7,4,3, BM-004, BM-004, WM-002,32,0,2,0,0,1,1
8,2078,1,5,18,18,17,18,16,17,15, WM-023, BM-021, WM-023,43,0,1,0,0,4,1
8,2121,0,4,19,17,20,18,20,15,17, BF-001, BF-001, WF-001,28,1,2,0,0,4,1
8,2396,0,4,1,1,0,1,0,1,1, empty,NA,NA,57,1,1,0,0,0,0
8,3056,0,3,4,0,2,3,1,2,2, BM-019, BM-019, WM-026,25,0,2,0,0,0,1
8,3146,1,3,4,4,1,3,5,4,3, LM-215, BM-021, WM-023,37,0,3,0,0,0,1
8,3483,0,1,3,6,9,5,8,4,5, WM-018, BM-012, WM-018,39,0,1,0,0,0,0
8,3585,1,1,3,1,2,5,3,3,4, WM-248, BM-212, WM-223,54,0,1,0,0,1,0
8,3761,1,5,20,19,18,19,20,19,19, BM-021, BM-025, WM-201,42,0,2,0,0,7,1
8,4076,0,6,19,19,18,20,17,18,16, BM-017, BM-004, WM-002,33,0,2,0,0,6,1
8,4255,0,5,0,2,3,4,3,3,1, WM-006, BM-013, WM-015,27,0,1,0,0,0,1
8,4436,1,10,19,20,19,17,18,17,16, BM-002, BM-003, WM-006,23,0,2,0,0,4,1
8,4730,1,2,13,15,14,11,15,12,9, WM-024, BM-036, WM-024,20,0,1,0,0,1,1
8,5224,1,8,7,6,7,10,10,7,8, BM-015, BM-010, WM-010,25,0,2,0,0,0,1
8,5354,1,9,6,1,2,4,1,6,7, BM-016, BM-015, WM-017,24,0,2,0,0,1,0
8,5485,1,8,7,2,3,3,0,2,0, BM-003, BM-010, WM-010,22,0,2,0,0,0,1
8,5553,0,3,4,4,3,6,4,5,2, WM-019, BM-023, WM-028,22,0,1,0,0,0,1
8,6205,1,1,18,20,18,18,19,20,20, BM-034, BM-034, WM-221,53,0,2,0,0,15,1
8,6443,0,5,17,18,17,19,17,16,17, WM-004, BM-005, WM-009,28,0,1,0,0,5,1
8,6658,1,4,0,1,2,3,3,2,3, BM-012, BM-025, WM-201,39,0,2,0,0,0,1
8,7257,1,3,8,5,7,10,6,9,8, WM-010, BM-001, WM-003,24,0,1,0,0,1,1
8,7340,1,4,3,4,8,6,0,3,4, WF-002, BF-007, WF-002,31,1,1,0,0,0,1
8,7445,1,8,10,4,9,5,4,5,6, LM-201, BM-017, WM-012,31,0,3,0,0,1,1
8,7723,0,2,5,4,7,7,5,6,6, LM-206, BM-016, WM-019,24,0,3,0,0,0,1
8,7754,1,4,13,15,15,14,16,14,12, WM-015, BM-005, WM-009,25,0,1,0,0,2,0
8,7788,1,6,19,20,20,20,19,20,20, BM-011, BM-011, WM-011,33,0,2,0,0,7,1
8,7914,0,1,1,1,2,2,2,3,1, WM-223, BM-213, WM-248,55,0,1,0,0,0,0
8,8036,0,1,6,4,6,7,5,5,7, LM-226, BM-033, WM-220,42,0,3,0,0,1,0
8,8045,1,9,18,20,19,17,19,19,18, WM-003, BM-001, WM-003,23,0,1,0,0,6,1
8,8278,1,6,13,12,9,15,13,11,15, BM-212, BM-034, WM-221,53,0,2,0,0,3,1
8,8526,0,9,8,1,4,4,3,2,3, BF-003, BF-003, WF-003,26,1,2,0,0,0,0
8,8835,0,1,17,14,15,15,16,15,18, BM-022, BM-020, WM-014,29,0,2,0,0,3,0
8,9031,1,7,20,20,18,19,20,20,19, BM-010, BM-002, WM-004,27,0,2,0,0,21,1
8,9488,1,4,2,1,5,3,2,4,2, WM-001, BM-009, WM-001,21,0,1,0,0,0,0
8,9747,1,4,19,18,18,20,19,16,18, BM-018, BM-017, WM-012,32,0,2,0,0,4,1
8,9832,1,4,11,6,7,6,6,5,7, WM-009, BM-019, WM-026,25,0,1,0,0,1,0
8,10498,0,1,3,5,6,5,3,3,4, empty,NA,NA,65,1,1,0,0,1,1
8,10499,1,9,19,20,20,19,19,19,19, WF-001, BF-004, WF-005,28,1,1,0,0,5,1
8,10836,1,6,17,16,18,17,19,13,14, BM-001, BM-002, WM-004,25,0,2,0,0,3,1
8,10979,0,1,1,2,1,4,2,3,3, BM-025, BM-044, WM-225,43,0,2,0,0,0,0
9,730,0,6,3,6,3,2,2,2,2, AM-205, BM-022, WM-016,35,0,4,0,0,0,1
9,807,0,9,2,1,2,2,2,2,3, WM-006, BM-005, WM-009,23,0,1,0,0,0,0
9,919,1,10,3,4,6,3,4,0,2, LM-215, BM-012, WM-018,36,0,3,0,0,1,0
9,1212,1,5,5,5,5,5,2,3,2, BF-001, BF-001, WF-001,24,1,2,0,0,1,0
9,1314,1,8,19,20,18,19,20,20,20, BM-041, BM-041, WM-029,31,0,2,0,3,25,0
9,1446,0,1,7,17,13,14,12,13,13, WM-012, BM-038, WM-022,35,0,1,0,0,2,1
9,1559,0,4,19,20,17,16,20,19,20, WM-004, BM-013, WM-015,24,0,1,1,2,3,0
9,1689,1,1,8,10,12,9,13,8,8, WM-223, BM-212, WM-223,54,0,1,0,0,3,0
9,2405,0,3,3,1,3,1,0,1,0, BF-006, BF-003, WF-003,24,1,2,0,0,0,1
9,2567,0,6,0,4,7,5,3,1,3, WM-018, BM-021, WM-023,38,0,1,0,0,1,0
9,2780,0,1,0,0,1,1,0,1,0, empty,NA,NA,58,0,1,0,0,0,0
9,3298,0,5,18,19,18,18,19,19,19, WM-011, BM-011, WM-011,31,0,1,0,0,6,0
9,4441,0,2,2,3,5,1,2,0,1, WF-221, BF-203, WF-221,54,1,1,0,0,1,0
9,4510,0,1,5,6,6,11,6,9,9, WM-248, BM-212, WM-223,54,0,1,0,0,2,0
9,5074,1,1,4,2,5,3,2,3,2, BM-004, BM-004, WM-002,33,0,2,0,0,1,0
9,5096,0,4,2,4,5,2,0,2,1, BF-027, BF-024, WF-014,38,1,2,0,0,0,0
9,5342,0,5,9,15,13,13,9,14,13, WM-221, BM-034, WM-221,47,0,1,0,0,3,0
9,5370,0,2,9,6,8,8,9,4,2, BM-010, BM-001, WM-003,23,0,2,0,0,1,0
9,5420,1,4,16,15,14,16,17,12,13, BM-003, BM-003, WM-006,22,0,2,0,0,2,1
9,5600,1,5,2,2,2,3,1,1,4, BM-001, BM-001, WM-003,25,0,2,0,0,0,0
9,5670,1,8,20,20,20,20,19,19,20, WM-001, BM-009, WM-001,18,0,1,5,0,4,1
9,5745,0,3,17,14,15,15,17,15,18, BM-020, BM-017, WM-012,29,0,2,0,0,2,1
9,5821,0,5,13,13,14,19,14,18,17, WM-002, BM-004, WM-002,31,0,1,0,0,3,0
9,6595,0,1,2,1,2,0,0,1,2, BM-033, BM-021, WM-023,40,0,2,0,0,0,1
9,6862,0,4,14,19,18,19,17,20,19, BM-022, BM-018, WM-013,31,0,2,0,0,5,1
9,6916,0,6,13,10,8,9,10,7,6, BM-002, BM-002, WM-004,23,0,2,0,0,1,1
9,7178,1,6,15,19,15,19,18,18,19, BM-025, BM-033, WM-220,43,0,2,0,0,7,1
9,7323,1,5,19,17,18,20,20,20,16, BM-021, BM-025, WM-201,41,0,2,0,0,19,1
9,8118,0,6,16,14,11,17,14,17,16, BM-011, BM-017, WM-012,34,0,2,0,0,4,0
9,8253,0,3,0,1,2,0,0,1,3, BM-032, BM-029, WM-020,29,0,2,0,0,0,0
9,8259,0,1,0,0,2,1,0,1,2, empty,NA,NA,58,0,2,0,0,0,1
9,8292,1,10,19,20,19,20,20,19,20, BM-005, BM-005, WM-009,28,0,2,0,8,12,1
9,8306,1,9,19,18,19,17,20,19,19, BM-012, BM-012, WM-018,43,0,2,0,0,15,0
9,8705,1,9,20,20,20,18,20,19,20, BF-003, BF-003, WF-003,22,1,2,0,0,4,1
9,8791,0,6,0,2,1,2,0,0,1, WF-002, BF-007, WF-002,29,1,1,0,0,0,0
9,8847,1,5,11,13,14,12,18,14,14, BF-024, BF-024, WF-014,39,1,2,0,0,3,1
9,8891,1,4,18,20,18,19,20,19,19, empty,NA,NA,56,0,1,0,0,17,1
9,9040,0,1,17,15,12,14,17,17,15, BM-029, BM-020, WM-014,34,0,2,0,0,3,1
9,9055,1,4,2,1,3,3,0,0,2, LF-227, BF-002, WF-022,21,1,3,0,0,0,0
9,9163,1,8,20,20,19,20,20,20,20, BM-038, BM-032, WM-021,31,0,2,1,1,12,0
9,9367,1,9,20,20,16,20,19,19,19, BF-004, BF-004, WF-005,25,1,2,0,0,7,1
9,9534,1,6,20,20,20,20,20,20,20, BM-034, BM-034, WM-221,49,0,2,0,0,29,1
9,9746,0,7,7,1,5,1,4,4,4, LM-200, BM-003, WM-006,23,0,3,0,0,0,0
9,9811,1,9,20,19,19,17,17,19,19, BF-005, BF-001, WF-001,25,1,2,0,0,5,1
9,9852,1,10,14,19,18,16,18,18,17, BM-009, BM-009, WM-001,21,0,2,0,2,2,1
9,10167,1,6,13,17,12,9,15,15,17, BM-013, BM-002, WM-004,24,0,2,0,0,2,1
9,10369,0,1,5,4,8,4,4,5,4, LM-201, BM-011, WM-011,29,0,3,0,0,1,1
9,10652,1,6,10,16,13,12,15,15,13, BM-017, BM-018, WM-013,33,0,2,0,0,3,0
9,10925,1,2,8,17,13,10,15,12,16, WM-003, BM-010, WM-010,26,0,1,0,0,3,0
9,10985,1,10,20,19,20,20,20,18,20, BM-018, BM-020, WM-014,30,0,2,0,1,19,1
10,22,0,10,18,18,17,17,18,17,17, BM-013, BM-005, WM-009,25,0,2,0,0,3,1
10,208,1,2,10,12,14,10,13,12,12, WM-023, BM-021, WM-023,44,0,1,0,0,2,0
10,480,1,9,6,5,7,9,7,6,6, BM-036, BM-037, WM-025,20,0,2,0,0,0,1
10,657,1,10,18,18,14,18,19,17,16, BF-001, BF-001, WF-001,24,1,2,0,0,3,1
10,1300,0,5,4,2,2,3,5,6,4, WF-022, BF-002, WF-022,21,1,1,0,0,0,0
10,1522,0,7,17,16,17,15,14,14,16, BM-001, BM-002, WM-004,23,0,2,0,0,2,0
10,1718,1,9,20,18,18,20,20,20,19, BM-016, BM-015, WM-017,25,0,2,0,1,11,1
10,1841,0,3,5,8,6,6,5,6,10, WF-014, BF-024, WF-014,37,1,1,0,0,1,0
10,2165,1,1,0,1,2,1,4,2,2, BM-212, BM-213, WM-248,53,0,2,0,0,0,0
10,2400,0,8,20,18,19,20,20,19,19, BM-011, BM-018, WM-013,30,0,2,0,2,11,1
10,2687,0,1,1,5,0,4,3,2,1, WM-221, BM-212, WM-223,54,0,1,0,0,0,0
10,2841,0,5,16,18,18,20,18,17,16, WM-009, BM-010, WM-010,24,0,1,0,1,3,0
10,3055,0,2,14,14,16,17,13,14,14, empty,NA,NA,61,0,2,0,0,5,1
10,3084,0,4,17,18,18,18,18,16,15, BF-203, BF-203, WF-221,50,1,2,0,0,7,0
10,3110,1,4,3,5,2,2,4,4,4, WM-024, BM-036, WM-024,21,0,1,0,0,0,0
10,3255,0,2,13,16,12,18,15,15,12, BM-218, BM-212, WM-223,51,0,2,0,0,4,0
10,3641,0,6,4,2,2,1,3,1,4, WM-006, BM-013, WM-015,26,0,1,0,0,0,0
10,3952,0,4,2,3,3,4,1,3,4, WM-201, BM-033, WM-220,37,0,1,0,0,0,0
10,4182,0,5,13,12,11,15,12,8,10, WM-002, BM-004, WM-002,32,0,1,0,0,0,1
10,4520,1,6,15,12,11,14,18,15,14, BF-010, BF-010, WF-018,30,1,2,0,0,3,1
10,4524,0,4,7,5,5,10,7,10,5, WM-001, BM-009, WM-001,20,0,1,0,0,0,1
10,4593,0,1,1,0,2,6,3,0,3, AM-219, BM-025, WM-201,38,0,4,0,0,0,0
10,4748,0,3,0,0,1,3,1,2,2, BF-009, BF-009, WF-008,30,1,2,0,0,0,0
10,4754,0,1,6,4,10,10,7,9,11, BM-213, BM-034, WM-221,47,0,2,0,0,1,1
10,4870,0,2,6,5,3,7,8,10,5, WM-004, BM-010, WM-010,24,0,1,0,0,1,0
10,5069,1,10,17,19,20,17,19,16,14, BM-010, BM-003, WM-006,24,0,2,1,0,2,0
10,5249,0,4,2,2,2,3,3,1,4, BM-002, BM-003, WM-006,28,0,2,0,0,0,1
10,5369,0,1,0,0,0,2,0,2,2, BM-012, BM-021, WM-023,45,0,2,0,0,0,0
10,5372,0,2,6,5,3,8,6,5,5, BF-007, BF-007, WF-002,29,1,2,0,0,0,1
10,5387,1,1,2,2,3,2,4,2,5, BM-020, BM-029, WM-020,34,0,2,0,0,0,0
10,5563,1,6,7,3,5,8,7,5,5, WM-012, BM-017, WM-012,33,0,1,0,0,0,1
10,5623,1,6,1,2,1,5,3,3,5, WM-011, BM-011, WM-011,32,0,1,0,0,0,0
10,5673,1,6,17,19,17,19,20,19,17, BM-004, BM-017, WM-012,32,0,2,0,0,10,1
10,5968,1,4,19,18,19,20,18,16,17, empty,NA,NA,57,0,1,0,0,9,1
10,6360,0,3,6,1,6,7,9,6,2, WM-018, BM-012, WM-018,39,0,1,0,0,0,1
10,6449,1,5,18,19,18,19,18,17,18, BM-034, BM-034, WM-221,51,0,2,0,0,11,0
10,6690,1,10,20,19,19,19,20,19,20, BM-005, BM-002, WM-004,25,0,2,0,1,7,1
10,7099,0,2,10,9,11,13,8,9,11, BM-017, BM-020, WM-014,34,0,2,0,0,2,1
10,7148,0,7,19,19,19,18,20,19,19, LM-215, BM-012, WM-018,45,0,3,0,0,8,1
10,7847,0,1,1,6,1,4,1,2,3, WM-013, BM-018, WM-013,30,0,1,0,0,0,0
10,8438,1,10,17,20,18,19,19,17,19, WF-002, BF-007, WF-002,34,1,1,0,0,12,1
10,8471,1,4,19,19,17,18,18,19,14, BM-003, BM-001, WM-003,23,0,2,0,0,2,1
10,8563,0,2,5,4,4,8,5,8,7, LM-200, BM-001, WM-003,27,0,3,0,0,1,0
10,8863,1,6,18,19,18,19,19,14,17, LM-202, BM-011, WM-011,31,0,3,0,0,5,1
10,9229,0,8,6,2,3,2,3,1,5, BM-015, BM-013, WM-015,22,0,2,0,0,0,0
10,9495,1,7,17,19,17,17,18,16,16, LM-207, BM-036, WM-024,21,0,3,0,1,2,1
10,9831,1,2,2,1,0,3,1,1,4, LM-201, BM-004, WM-002,29,0,3,0,0,0,0
10,10136,1,3,14,15,15,14,13,12,15, BM-018, BM-022, WM-016,34,0,2,0,0,2,1
